"Table","Year","Month","Variable","Value"
"CAP Pumping Plants - Projection of Energy Use",2018,"SEP","SGL","9434"
"CAP Pumping Plants - Projection of Energy Use",2018,"OCT","SGL","3838"
"CAP Pumping Plants - Projection of Energy Use",2018,"NOV","SGL","3830"
"CAP Pumping Plants - Projection of Energy Use",2018,"DEC","SGL","2861"
"CAP Pumping Plants - Projection of Energy Use",2018,"TOTAL","SGL","98588"
"CAP Pumping Plants - Projection of Energy Use",2019,"JAN","SGL","2355"
"CAP Pumping Plants - Projection of Energy Use",2019,"FEB","SGL","3013"
"CAP Pumping Plants - Projection of Energy Use",2019,"MAR","SGL","5434"
"CAP Pumping Plants - Projection of Energy Use",2019,"APR","SGL","10579"
"CAP Pumping Plants - Projection of Energy Use",2019,"MAY","SGL","9356"
"CAP Pumping Plants - Projection of Energy Use",2019,"JUN","SGL","12345"
"CAP Pumping Plants - Projection of Energy Use",2019,"JUL","SGL","12756"
"CAP Pumping Plants - Projection of Energy Use",2019,"AUG","SGL","12109"
"CAP Pumping Plants - Projection of Energy Use",2019,"SEP","SGL","7770"
"CAP Pumping Plants - Projection of Energy Use",2019,"OCT","SGL","7004"
"CAP Pumping Plants - Projection of Energy Use",2019,"NOV","SGL","626"
"CAP Pumping Plants - Projection of Energy Use",2019,"DEC","SGL","3235"
"CAP Pumping Plants - Projection of Energy Use",2019,"TOTAL","SGL","86582"
"CAP Pumping Plants - Projection of Energy Use",2020,"JAN","SGL","2852"
"CAP Pumping Plants - Projection of Energy Use",2020,"FEB","SGL","4610"
"CAP Pumping Plants - Projection of Energy Use",2020,"MAR","SGL","6301"
"CAP Pumping Plants - Projection of Energy Use",2020,"APR","SGL","10239"
"CAP Pumping Plants - Projection of Energy Use",2020,"MAY","SGL","12282"
"CAP Pumping Plants - Projection of Energy Use",2020,"JUN","SGL","13407"
"CAP Pumping Plants - Projection of Energy Use",2020,"JUL","SGL","12588"
"CAP Pumping Plants - Projection of Energy Use",2020,"AUG","SGL","11095"
"CAP Pumping Plants - Projection of Energy Use",2020,"SEP","SGL","7274"
"CAP Pumping Plants - Projection of Energy Use",2020,"OCT","SGL","4727"
"CAP Pumping Plants - Projection of Energy Use",2020,"NOV","SGL","2345"
"CAP Pumping Plants - Projection of Energy Use",2020,"DEC","SGL","3185"
"CAP Pumping Plants - Projection of Energy Use",2020,"TOTAL","SGL","90905"
"CAP Pumping Plants - Projection of Energy Use",2021,"JAN","SGL","2700"
"CAP Pumping Plants - Projection of Energy Use",2021,"FEB","SGL","4760"
"CAP Pumping Plants - Projection of Energy Use",2021,"MAR","SGL","6851"
"CAP Pumping Plants - Projection of Energy Use",2021,"APR","SGL","10615"
"CAP Pumping Plants - Projection of Energy Use",2021,"MAY","SGL","12106"
"CAP Pumping Plants - Projection of Energy Use",2021,"JUN","SGL","14001"
"CAP Pumping Plants - Projection of Energy Use",2021,"JUL","SGL","9079"
"CAP Pumping Plants - Projection of Energy Use",2021,"AUG","SGL","7230"
"CAP Pumping Plants - Projection of Energy Use",2021,"SEP","SGL","6938"
"CAP Pumping Plants - Projection of Energy Use",2021,"OCT","SGL","4638"
"CAP Pumping Plants - Projection of Energy Use",2021,"NOV","SGL","2579"
"CAP Pumping Plants - Projection of Energy Use",2021,"DEC","SGL","4181"
"CAP Pumping Plants - Projection of Energy Use",2021,"TOTAL","SGL","85678"
"CAP Pumping Plants - Projection of Energy Use",2008,"(KWH/AF)->","BRD","150"
"CAP Pumping Plants - Projection of Energy Use",2008,"JAN","BRD","2285.5500000000002"
"CAP Pumping Plants - Projection of Energy Use",2008,"FEB","BRD","2217.15"
"CAP Pumping Plants - Projection of Energy Use",2008,"MAR","BRD","4545.3"
"CAP Pumping Plants - Projection of Energy Use",2008,"APR","BRD","6751.65"
"CAP Pumping Plants - Projection of Energy Use",2008,"MAY","BRD","5437.2"
"CAP Pumping Plants - Projection of Energy Use",2008,"JUN","BRD","6382.35"
"CAP Pumping Plants - Projection of Energy Use",2008,"JUL","BRD","7320.15"
"CAP Pumping Plants - Projection of Energy Use",2008,"AUG","BRD","7977.9"
"CAP Pumping Plants - Projection of Energy Use",2008,"SEP","BRD","5414.25"
"CAP Pumping Plants - Projection of Energy Use",2008,"OCT","BRD","3320.85"
"CAP Pumping Plants - Projection of Energy Use",2008,"NOV","BRD","1540.35"
"CAP Pumping Plants - Projection of Energy Use",2008,"DEC","BRD","2451.4499999999998"
"CAP Pumping Plants - Projection of Energy Use",2008,"TOTAL","BRD","55644.149999999994"
"CAP Pumping Plants - Projection of Energy Use",2009,"(KWH/AF)->","BRD","150"
"CAP Pumping Plants - Projection of Energy Use",2009,"JAN","BRD","3431.25"
"CAP Pumping Plants - Projection of Energy Use",2009,"FEB","BRD","1385.85"
"CAP Pumping Plants - Projection of Energy Use",2009,"MAR","BRD","3198.3"
"CAP Pumping Plants - Projection of Energy Use",2009,"APR","BRD","5406.3"
"CAP Pumping Plants - Projection of Energy Use",2009,"MAY","BRD","4821.6000000000004"
"CAP Pumping Plants - Projection of Energy Use",2009,"JUN","BRD","6190.35"
"CAP Pumping Plants - Projection of Energy Use",2009,"JUL","BRD","8000.4"
"CAP Pumping Plants - Projection of Energy Use",2009,"AUG","BRD","8258.25"
"CAP Pumping Plants - Projection of Energy Use",2009,"SEP","BRD","4901.8500000000004"
"CAP Pumping Plants - Projection of Energy Use",2009,"OCT","BRD","3636"
"CAP Pumping Plants - Projection of Energy Use",2009,"NOV","BRD","942.75"
"CAP Pumping Plants - Projection of Energy Use",2009,"DEC","BRD","3444.9"
"CAP Pumping Plants - Projection of Energy Use",2009,"TOTAL","BRD","53617.8"
"CAP Pumping Plants - Projection of Energy Use",2010,"(KWH/AF)->","BRD","150"
"CAP Pumping Plants - Projection of Energy Use",2010,"JAN","BRD","2700.9"
"CAP Pumping Plants - Projection of Energy Use",2010,"FEB","BRD","2489.25"
"CAP Pumping Plants - Projection of Energy Use",2010,"MAR","BRD","4349.55"
"CAP Pumping Plants - Projection of Energy Use",2010,"APR","BRD","7811.85"
"CAP Pumping Plants - Projection of Energy Use",2010,"MAY","BRD","5801.7"
"CAP Pumping Plants - Projection of Energy Use",2010,"JUN","BRD","7188.6"
"CAP Pumping Plants - Projection of Energy Use",2010,"JUL","BRD","8047.35"
"CAP Pumping Plants - Projection of Energy Use",2010,"AUG","BRD","6708.6"
"CAP Pumping Plants - Projection of Energy Use",2010,"SEP","BRD","3702.75"
"CAP Pumping Plants - Projection of Energy Use",2010,"OCT","BRD","1195.05"
"CAP Pumping Plants - Projection of Energy Use",2010,"NOV","BRD","2157.6"
"CAP Pumping Plants - Projection of Energy Use",2010,"DEC","BRD","1163.7"
"CAP Pumping Plants - Projection of Energy Use",2010,"TOTAL","BRD","53316.9"
"CAP Pumping Plants - Projection of Energy Use",2011,"(KWH/AF)->","BRD","150"
"CAP Pumping Plants - Projection of Energy Use",2011,"JAN","BRD","3137.1"
"CAP Pumping Plants - Projection of Energy Use",2011,"FEB","BRD","3389.25"
"CAP Pumping Plants - Projection of Energy Use",2011,"MAR","BRD","4081.95"
"CAP Pumping Plants - Projection of Energy Use",2011,"APR","BRD","5140.5"
"CAP Pumping Plants - Projection of Energy Use",2011,"MAY","BRD","4708.5"
"CAP Pumping Plants - Projection of Energy Use",2011,"JUN","BRD","5495.55"
"CAP Pumping Plants - Projection of Energy Use",2011,"JUL","BRD","7131.45"
"CAP Pumping Plants - Projection of Energy Use",2011,"AUG","BRD","7368"
"CAP Pumping Plants - Projection of Energy Use",2011,"SEP","BRD","4354.05"
"CAP Pumping Plants - Projection of Energy Use",2011,"OCT","BRD","2566.65"
"CAP Pumping Plants - Projection of Energy Use",2011,"NOV","BRD","1141.8"
"CAP Pumping Plants - Projection of Energy Use",2011,"DEC","BRD","1965.6"
"CAP Pumping Plants - Projection of Energy Use",2011,"TOTAL","BRD","50480.4"
"CAP Pumping Plants - Projection of Energy Use",2012,"(KWH/AF)->","BRD","167"
"CAP Pumping Plants - Projection of Energy Use",2012,"JAN","BRD","3427.3409999999999"
"CAP Pumping Plants - Projection of Energy Use",2012,"FEB","BRD","4051.587"
"CAP Pumping Plants - Projection of Energy Use",2012,"MAR","BRD","4358.366"
"CAP Pumping Plants - Projection of Energy Use",2012,"APR","BRD","5359.6980000000003"
"CAP Pumping Plants - Projection of Energy Use",2012,"MAY","BRD","5823.7910000000002"
"CAP Pumping Plants - Projection of Energy Use",2012,"JUN","BRD","6766.5060000000003"
"CAP Pumping Plants - Projection of Energy Use",2012,"JUL","BRD","6484.61"
"CAP Pumping Plants - Projection of Energy Use",2012,"AUG","BRD","7740.116"
"CAP Pumping Plants - Projection of Energy Use",2012,"SEP","BRD","5993.7969999999996"
"CAP Pumping Plants - Projection of Energy Use",2012,"OCT","BRD","3229.279"
"CAP Pumping Plants - Projection of Energy Use",2012,"NOV","BRD","1720.434"
"CAP Pumping Plants - Projection of Energy Use",2012,"DEC","BRD","3449.2179999999998"
"CAP Pumping Plants - Projection of Energy Use",2012,"TOTAL","BRD","58404.743000000002"
"CAP Pumping Plants - Projection of Energy Use",2013,"(KWH/AF)->","BRD","160"
"CAP Pumping Plants - Projection of Energy Use",2013,"JAN","BRD","2632.32"
"CAP Pumping Plants - Projection of Energy Use",2013,"FEB","BRD","2937.12"
"CAP Pumping Plants - Projection of Energy Use",2013,"MAR","BRD","4896.8"
"CAP Pumping Plants - Projection of Energy Use",2013,"APR","BRD","8260.16"
"CAP Pumping Plants - Projection of Energy Use",2013,"MAY","BRD","6545.6"
"CAP Pumping Plants - Projection of Energy Use",2013,"JUN","BRD","8286.4"
"CAP Pumping Plants - Projection of Energy Use",2013,"JUL","BRD","7027.36"
"CAP Pumping Plants - Projection of Energy Use",2013,"AUG","BRD","7898.24"
"CAP Pumping Plants - Projection of Energy Use",2013,"SEP","BRD","5096"
"CAP Pumping Plants - Projection of Energy Use",2013,"OCT","BRD","2529.7600000000002"
"CAP Pumping Plants - Projection of Energy Use",2013,"NOV","BRD","1512.32"
"CAP Pumping Plants - Projection of Energy Use",2013,"DEC","BRD","3331.2"
"CAP Pumping Plants - Projection of Energy Use",2013,"TOTAL","BRD","60953.279999999999"
"CAP Pumping Plants - Projection of Energy Use",2014,"JAN","BRD","2497"
"CAP Pumping Plants - Projection of Energy Use",2014,"FEB","BRD","2311"
"CAP Pumping Plants - Projection of Energy Use",2014,"MAR","BRD","5609"
"CAP Pumping Plants - Projection of Energy Use",2014,"APR","BRD","6510"
"CAP Pumping Plants - Projection of Energy Use",2014,"MAY","BRD","6553"
"CAP Pumping Plants - Projection of Energy Use",2014,"JUN","BRD","7097"
"CAP Pumping Plants - Projection of Energy Use",2014,"JUL","BRD","8049"
"CAP Pumping Plants - Projection of Energy Use",2014,"AUG","BRD","7986"
"CAP Pumping Plants - Projection of Energy Use",2014,"SEP","BRD","5040"
"CAP Pumping Plants - Projection of Energy Use",2014,"OCT","BRD","3151"
"CAP Pumping Plants - Projection of Energy Use",2014,"NOV","BRD","1800"
"CAP Pumping Plants - Projection of Energy Use",2014,"DEC","BRD","3091"
"CAP Pumping Plants - Projection of Energy Use",2014,"TOTAL","BRD","59694"
"CAP Pumping Plants - Projection of Energy Use",2015,"JAN","BRD","2726"
"CAP Pumping Plants - Projection of Energy Use",2015,"FEB","BRD","3996"
"CAP Pumping Plants - Projection of Energy Use",2015,"MAR","BRD","5339"
"CAP Pumping Plants - Projection of Energy Use",2015,"APR","BRD","7062"
"CAP Pumping Plants - Projection of Energy Use",2015,"MAY","BRD","4674"
"CAP Pumping Plants - Projection of Energy Use",2015,"JUN","BRD","5158"
"CAP Pumping Plants - Projection of Energy Use",2015,"JUL","BRD","6644"
"CAP Pumping Plants - Projection of Energy Use",2015,"AUG","BRD","5965"
"CAP Pumping Plants - Projection of Energy Use",2015,"SEP","BRD","4147"
"CAP Pumping Plants - Projection of Energy Use",2015,"OCT","BRD","2723"
"CAP Pumping Plants - Projection of Energy Use",2015,"NOV","BRD","1316"
"CAP Pumping Plants - Projection of Energy Use",2015,"DEC","BRD","2874"
"CAP Pumping Plants - Projection of Energy Use",2015,"TOTAL","BRD","52624"
"CAP Pumping Plants - Projection of Energy Use",2016,"JAN","BRD","1453"
"CAP Pumping Plants - Projection of Energy Use",2016,"FEB","BRD","2888"
"CAP Pumping Plants - Projection of Energy Use",2016,"MAR","BRD","5063"
"CAP Pumping Plants - Projection of Energy Use",2016,"APR","BRD","6295"
"CAP Pumping Plants - Projection of Energy Use",2016,"MAY","BRD","5826"
"CAP Pumping Plants - Projection of Energy Use",2016,"JUN","BRD","7265"
"CAP Pumping Plants - Projection of Energy Use",2016,"JUL","BRD","8001"
"CAP Pumping Plants - Projection of Energy Use",2016,"AUG","BRD","5753"
"CAP Pumping Plants - Projection of Energy Use",2016,"SEP","BRD","5345"
"CAP Pumping Plants - Projection of Energy Use",2016,"OCT","BRD","1769"
"CAP Pumping Plants - Projection of Energy Use",2016,"NOV","BRD","1919"
"CAP Pumping Plants - Projection of Energy Use",2016,"DEC","BRD","2556"
"CAP Pumping Plants - Projection of Energy Use",2016,"TOTAL","BRD","54133"
"CAP Pumping Plants - Projection of Energy Use",2017,"JAN","BRD","2443"
"CAP Pumping Plants - Projection of Energy Use",2017,"FEB","BRD","2148"
"CAP Pumping Plants - Projection of Energy Use",2017,"MAR","BRD","5347"
"CAP Pumping Plants - Projection of Energy Use",2017,"APR","BRD","6408"
"CAP Pumping Plants - Projection of Energy Use",2017,"MAY","BRD","5612"
"CAP Pumping Plants - Projection of Energy Use",2017,"JUN","BRD","7927"
"CAP Pumping Plants - Projection of Energy Use",2017,"JUL","BRD","8341"
"CAP Pumping Plants - Projection of Energy Use",2017,"AUG","BRD","7518"
"CAP Pumping Plants - Projection of Energy Use",2017,"SEP","BRD","5410"
"CAP Pumping Plants - Projection of Energy Use",2017,"OCT","BRD","2039"
"CAP Pumping Plants - Projection of Energy Use",2017,"NOV","BRD","642"
"CAP Pumping Plants - Projection of Energy Use",2017,"DEC","BRD","2029"
"CAP Pumping Plants - Projection of Energy Use",2017,"TOTAL","BRD","55864"
"CAP Pumping Plants - Projection of Energy Use",2018,"JAN","BRD","2195"
"CAP Pumping Plants - Projection of Energy Use",2018,"FEB","BRD","3543"
"CAP Pumping Plants - Projection of Energy Use",2018,"MAR","BRD","5412"
"CAP Pumping Plants - Projection of Energy Use",2018,"APR","BRD","7378"
"CAP Pumping Plants - Projection of Energy Use",2018,"MAY","BRD","6707"
"CAP Pumping Plants - Projection of Energy Use",2018,"JUN","BRD","7187"
"CAP Pumping Plants - Projection of Energy Use",2018,"JUL","BRD","7787"
"CAP Pumping Plants - Projection of Energy Use",2018,"AUG","BRD","7832"
"CAP Pumping Plants - Projection of Energy Use",2018,"SEP","BRD","5736"
"CAP Pumping Plants - Projection of Energy Use",2018,"OCT","BRD","2160"
"CAP Pumping Plants - Projection of Energy Use",2018,"NOV","BRD","896"
"CAP Pumping Plants - Projection of Energy Use",2018,"DEC","BRD","897"
"CAP Pumping Plants - Projection of Energy Use",2018,"TOTAL","BRD","57730"
"CAP Pumping Plants - Projection of Energy Use",2019,"JAN","BRD","2431"
"CAP Pumping Plants - Projection of Energy Use",2019,"FEB","BRD","2365"
"CAP Pumping Plants - Projection of Energy Use",2019,"MAR","BRD","3843"
"CAP Pumping Plants - Projection of Energy Use",2019,"APR","BRD","6784"
"CAP Pumping Plants - Projection of Energy Use",2019,"MAY","BRD","5623"
"CAP Pumping Plants - Projection of Energy Use",2019,"JUN","BRD","7317"
"CAP Pumping Plants - Projection of Energy Use",2019,"JUL","BRD","8326"
"CAP Pumping Plants - Projection of Energy Use",2019,"AUG","BRD","8550"
"CAP Pumping Plants - Projection of Energy Use",2019,"SEP","BRD","4773"
"CAP Pumping Plants - Projection of Energy Use",2019,"OCT","BRD","3493"
"CAP Pumping Plants - Projection of Energy Use",2019,"NOV","BRD","193"
"CAP Pumping Plants - Projection of Energy Use",2019,"DEC","BRD","1166"
"CAP Pumping Plants - Projection of Energy Use",2019,"TOTAL","BRD","54864"
"CAP Pumping Plants - Projection of Energy Use",2020,"JAN","BRD","2262"
"CAP Pumping Plants - Projection of Energy Use",2020,"FEB","BRD","3686"
"CAP Pumping Plants - Projection of Energy Use",2020,"MAR","BRD","4877"
"CAP Pumping Plants - Projection of Energy Use",2020,"APR","BRD","7813"
"CAP Pumping Plants - Projection of Energy Use",2020,"MAY","BRD","7005"
"CAP Pumping Plants - Projection of Energy Use",2020,"JUN","BRD","7440"
"CAP Pumping Plants - Projection of Energy Use",2020,"JUL","BRD","8369"
"CAP Pumping Plants - Projection of Energy Use",2020,"AUG","BRD","7816"
"CAP Pumping Plants - Projection of Energy Use",2020,"SEP","BRD","5640"
"CAP Pumping Plants - Projection of Energy Use",2020,"OCT","BRD","2509"
"CAP Pumping Plants - Projection of Energy Use",2020,"NOV","BRD","565"
"CAP Pumping Plants - Projection of Energy Use",2020,"DEC","BRD","1766"
"CAP Pumping Plants - Projection of Energy Use",2020,"TOTAL","BRD","59748"
"CAP Pumping Plants - Projection of Energy Use",2021,"JAN","BRD","1855"
"CAP Pumping Plants - Projection of Energy Use",2021,"FEB","BRD","3104"
"CAP Pumping Plants - Projection of Energy Use",2021,"MAR","BRD","4991"
"CAP Pumping Plants - Projection of Energy Use",2021,"APR","BRD","7565"
"CAP Pumping Plants - Projection of Energy Use",2021,"MAY","BRD","6746"
"CAP Pumping Plants - Projection of Energy Use",2021,"JUN","BRD","8429"
"CAP Pumping Plants - Projection of Energy Use",2021,"JUL","BRD","6767"
"CAP Pumping Plants - Projection of Energy Use",2021,"AUG","BRD","5318"
"CAP Pumping Plants - Projection of Energy Use",2021,"SEP","BRD","4372"
"CAP Pumping Plants - Projection of Energy Use",2021,"OCT","BRD","2270"
"CAP Pumping Plants - Projection of Energy Use",2021,"NOV","BRD","137"
"CAP Pumping Plants - Projection of Energy Use",2021,"DEC","BRD","3153"
"CAP Pumping Plants - Projection of Energy Use",2021,"TOTAL","BRD","54707"
"CAP Pumping Plants - Projection of Energy Use",2008,"(KWH/AF)->","PIC","237"
"CAP Pumping Plants - Projection of Energy Use",2008,"JAN","PIC","3516.1320000000001"
"CAP Pumping Plants - Projection of Energy Use",2008,"FEB","PIC","3090.0059999999999"
"CAP Pumping Plants - Projection of Energy Use",2008,"MAR","PIC","5566.1819999999998"
"CAP Pumping Plants - Projection of Energy Use",2008,"APR","PIC","7473.7950000000001"
