"","Variable","Jan","Feb","Mar","Q1","Apr","May","Jun","Q2","Jul","Aug","Sep","Q3","Oct","Nov","Dec","Q4","Total","Physical Turnout","Group","Subgroup","Name","Section","Year"
"4431","                    TOTAL M&I","1293","2632","3424","7349","6752","9893","21241","37886","15999","12581","13856","42436","8679","7203","7549","23431","111102",NA,"TOTAL M&I",NA,NA,"SALT GILA PP",2017
"4432","               CAIDD (Santa Rosa)","9","11","1694","1714","1366","1522","4705","7593","3489","1225","194","4908",NA,NA,"204","204","14419","SRO","AGRICULTURAL:","AG Pool","CAIDD (Santa Rosa)","SALT GILA PP",2017
"4433","               Chandler Heights Citris ID",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","QCR","AGRICULTURAL:","AG Pool","Chandler Heights Citris ID","SALT GILA PP",2017
"4434","               Hohokam IDD","78","817","3994","4889","6970","6499","10352","23821","1364","1154",NA,"2518",NA,NA,NA,"0","31228","KLK/CGE","AGRICULTURAL:","AG Pool","Hohokam IDD","SALT GILA PP",2017
"4435","               Maricopa Stanfield IDD (MSIDD)","2174","2974","12789","17937","12017","11421","18989","42427","9024","11429","8341","28794","1657","1447","3364","6468","95626","SRO","AGRICULTURAL:","AG Pool","Maricopa Stanfield IDD (MSIDD)","SALT GILA PP",2017
"4436","               New Magma IDD (NMIDD)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","NM1, NM2, NM3, NM4","AGRICULTURAL:","AG Pool","New Magma IDD (NMIDD)","SALT GILA PP",2017
"4437","               Queen Creek ID (QCID)","261","984","2255","3500",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","3500","QCR","AGRICULTURAL:","AG Pool","Queen Creek ID (QCID)","SALT GILA PP",2017
"4438","Ag Pool Redistribution/Remarket (+/-)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"Ag Pool Redistribution/Remarket (+/-)",NA,NA,"SALT GILA PP",2017
"4439","               Roosevelt Water Conservation Dist (RWCD)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","RWC","Ag Pool Redistribution/Remarket (+/-)",NA,"Roosevelt Water Conservation Dist (RWCD)","SALT GILA PP",2017
"4440","               San Carlos IDD",NA,NA,NA,"0",NA,NA,"1386","1386",NA,NA,NA,"0",NA,NA,NA,"0","1386",NA,"Ag Pool Redistribution/Remarket (+/-)",NA,"San Carlos IDD","SALT GILA PP",2017
"4441","                    TOTAL AG","2522","4786","20732","28040","20353","19442","35432","75227","13877","13808","8535","36220","1657","1447","3568","6672","146159",NA,"TOTAL AG",NA,NA,"SALT GILA PP",2017
"4442","               Ak-Chin Farm Indian Community","1834","3709","9218","14761","8500","11938","12889","33327","7766","8029","4856","20651","1985","828","1273","4086","72825","SRO","FEDERAL:","On Reservation","Ak-Chin Farm Indian Community","SALT GILA PP",2017
"4443","               Gila River Indian IDD (GRIC)","270","846","1490","2606","1812","1874","2377","6063","1533","900","958","3391","331","420","2149","2900","14960","PIL","FEDERAL:","On Reservation","Gila River Indian IDD (GRIC)","SALT GILA PP",2017
"4444","               Ak-Chin / RWCD",NA,NA,NA,"0",NA,NA,NA,"0","1000","1000",NA,"2000",NA,"249","557","806","2806",NA,"FEDERAL:","Off Reservation","Ak-Chin / RWCD","SALT GILA PP",2017
"4445","               Chandler/Assignment -NMIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","Chandler/Assignment -NMIDD","SALT GILA PP",2017
"4446","               Chandler/Assignment -SMRP",NA,NA,"270","270",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","270","SMR","FEDERAL:","Off Reservation","Chandler/Assignment -SMRP","SALT GILA PP",2017
"4447","               Gilbert/Assignment - CGT","416",NA,NA,"416",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","416","CGT","FEDERAL:","Off Reservation","Gilbert/Assignment - CGT","SALT GILA PP",2017
"4448","               Gilbert/Assignment - SMRP",NA,NA,"286","286",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","286","SMR","FEDERAL:","Off Reservation","Gilbert/Assignment - SMRP","SALT GILA PP",2017
"4449","               Mesa/Assignment",NA,NA,NA,"0","627",NA,NA,"627",NA,NA,NA,"0",NA,NA,NA,"0","627",NA,"FEDERAL:","Off Reservation","Mesa/Assignment","SALT GILA PP",2017
"4450","               GRIC GSF w/RWCD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","RWC","FEDERAL:","Off Reservation","GRIC GSF w/RWCD","SALT GILA PP",2017
"4451","               GRIC GSF w/CAIDD ",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"1950","1950","1865","100",NA,"1965","3915","SRO","FEDERAL:","Off Reservation","GRIC GSF w/CAIDD","SALT GILA PP",2017
"4452","               GRIC GSF w/NMIDD",NA,NA,"2200","2200","1500","1430","2380","5310","1000","2000","3867","6867","2662","1634","3298","7594","21971",NA,"FEDERAL:","Off Reservation","GRIC GSF w/NMIDD","SALT GILA PP",2017
"4453","               GRIC GSF w/MSIDD","200","1670","3000","4870","4000","5290","5590","14880","4900","2450","3400","10750","4400","2100","1000","7500","38000","SRO","FEDERAL:","Off Reservation","GRIC GSF w/MSIDD","SALT GILA PP",2017
"4454","               GRIC GSF w/Hohokam",NA,NA,NA,"0",NA,NA,NA,"0","667","7377","7610","15654","4211","2928","4114","11253","26907",NA,"FEDERAL:","Off Reservation","GRIC GSF w/Hohokam","SALT GILA PP",2017
"4455","               GRIC Lease (Freeport-McMoRan) w/RWCD","232","1930","3557","5719","3467","2814",NA,"6281",NA,NA,NA,"0",NA,NA,NA,"0","12000",NA,"FEDERAL:","Off Reservation","GRIC Lease (Freeport-McMoRan) w/RWCD","SALT GILA PP",2017
"4456","               GRIC Lease  WUCFD (Apache Junction) w/RWCD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","GRIC Lease WUCFD (Apache Junction) w/RWCD","SALT GILA PP",2017
"4457","               GRIC Lease  WUCFD (Apache Junction)","99","85","95","279","100","107","99","306","76","85","86","247","96","72",NA,"168","1000",NA,"FEDERAL:","Off Reservation","GRIC Lease WUCFD (Apache Junction)","SALT GILA PP",2017
"4458","               GRIC SMRP",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SMR","FEDERAL:","Off Reservation","GRIC SMRP","SALT GILA PP",2017
"4459","               GRIC exchange w/APS @ CGE","8","17","24","49","18",NA,"12","30","36","18","36","90","18","18","36","72","241","CGE","FEDERAL:","Off Reservation","GRIC exchange w/APS @ CGE","SALT GILA PP",2017
"4460","               GRIC exchange w/Chandler @ CGT","418",NA,"11","429","1009","1091","1097","3197","1152","790",NA,"1942",NA,NA,NA,"0","5568","CGT","FEDERAL:","Off Reservation","GRIC exchange w/Chandler @ CGT","SALT GILA PP",2017
"4461","               GRIC exchange w/Mesa","1970","1970","1970","5910","1970",NA,NA,"1970",NA,NA,NA,"0",NA,NA,NA,"0","7880",NA,"FEDERAL:","Off Reservation","GRIC exchange w/Mesa","SALT GILA PP",2017
"4462","               GRIC/SRP Settlement Lease w/MSIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","GRIC/SRP Settlement Lease w/MSIDD","SALT GILA PP",2017
"4463","               Gilbert/FMYN w/NMIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"FEDERAL:","Off Reservation","Gilbert/FMYN w/NMIDD","SALT GILA PP",2017
"4464","               Gilbert/FMYN @ SMRP",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SMR","FEDERAL:","Off Reservation","Gilbert/FMYN @ SMRP","SALT GILA PP",2017
"4465","               Gilbert/SCAT GSF @ RWCD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"496","496","1504",NA,NA,"1504","2000","SRP","FEDERAL:","Off Reservation","Gilbert/SCAT GSF @ RWCD","SALT GILA PP",2017
"4466","               Gilbert/SCAT @ NMIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","NM1, NM2, NM3, NM4","FEDERAL:","Off Reservation","Gilbert/SCAT @ NMIDD","SALT GILA PP",2017
"4467","               Gilbert/FMYN @ QCID",NA,NA,"320","320","2533","525","3746","6804","2607","1957","1681","6245","564",NA,NA,"564","13933","QCR","FEDERAL:","Off Reservation","Gilbert/FMYN @ QCID","SALT GILA PP",2017
"4468","               Gilbert/SCAT @ QCID",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","QCR","FEDERAL:","Off Reservation","Gilbert/SCAT @ QCID","SALT GILA PP",2017
"4469","               Gilbert/SCAT 1-yr lease (CGT)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","CGT","FEDERAL:","Off Reservation","Gilbert/SCAT 1-yr lease (CGT)","SALT GILA PP",2017
"4470","               Gilbert/SCAT 1 Yr Lease @ NMIDD",NA,NA,"2000","2000","2000","2500","2500","7000","2000","3184","316","5500",NA,NA,NA,"0","14500",NA,"FEDERAL:","Off Reservation","Gilbert/SCAT 1 Yr Lease @ NMIDD","SALT GILA PP",2017
"4471","               Gilbert/SCAT 1 Yr Lease @ SMRP",NA,NA,NA,"0",NA,NA,NA,"0","648","5875","790","7313",NA,NA,NA,"0","7313","SMR","FEDERAL:","Off Reservation","Gilbert/SCAT 1 Yr Lease @ SMRP","SALT GILA PP",2017
"4472","               Scottsdale/GRIC Lease (SMRP)",NA,NA,NA,"0","2695","3775",NA,"6470",NA,NA,NA,"0",NA,NA,NA,"0","6470",NA,"FEDERAL:","Off Reservation","Scottsdale/GRIC Lease (SMRP)","SALT GILA PP",2017
"4473","               Scottsdale/SCAT Lease (SMRP)",NA,"39","1915","1954",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","1954",NA,"FEDERAL:","Off Reservation","Scottsdale/SCAT Lease (SMRP)","SALT GILA PP",2017
"4474","               Chandler/SRPMIC Lease @ CGT",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","CGT","FEDERAL:","Off Reservation","Chandler/SRPMIC Lease @ CGT","SALT GILA PP",2017
"4475","               Gilbert/SRPMIC Lease (CGT)",NA,NA,NA,"0",NA,NA,"1108","1108","1113","431",NA,"1544",NA,NA,NA,"0","2652","CGT","FEDERAL:","Off Reservation","Gilbert/SRPMIC Lease (CGT)","SALT GILA PP",2017
"4476","               Gilbert/SRPMIC Lease  @SMRP",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SMR","FEDERAL:","Off Reservation","Gilbert/SRPMIC Lease @SMRP","SALT GILA PP",2017
"4477","               Mesa/SRPMIC Lease",NA,NA,NA,"0","1148","521",NA,"1669",NA,NA,NA,"0",NA,NA,NA,"0","1669",NA,"FEDERAL:","Off Reservation","Mesa/SRPMIC Lease","SALT GILA PP",2017
"4478","               Chandler/SRPMIC Lease @SMRP",NA,NA,NA,"0","1337",NA,NA,"1337",NA,NA,NA,"0",NA,NA,NA,"0","1337","SMR","FEDERAL:","Off Reservation","Chandler/SRPMIC Lease @SMRP","SALT GILA PP",2017
"4479","               Chandler/Welton-Mohawk @ CGT TPs",NA,NA,NA,"0",NA,NA,NA,"0",NA,"376",NA,"376",NA,NA,NA,"0","376","CGT","FEDERAL:","Off Reservation","Chandler/Welton-Mohawk @ CGT TPs","SALT GILA PP",2017
"4480","               Chandler/Welton-Mohawk @ NMIDD",NA,NA,NA,"0",NA,NA,"119","119",NA,NA,NA,"0",NA,NA,NA,"0","119",NA,"FEDERAL:","Off Reservation","Chandler/Welton-Mohawk @ NMIDD","SALT GILA PP",2017
"4481","               Chandler/Welton-Mohawk @ SMRP",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SMR","FEDERAL:","Off Reservation","Chandler/Welton-Mohawk @ SMRP","SALT GILA PP",2017
"4482","               Gilbert/Welton-Mohawk - CGT",NA,NA,"134","134","1101","1111",NA,"2212",NA,NA,NA,"0",NA,NA,NA,"0","2346","CGT","FEDERAL:","Off Reservation","Gilbert/Welton-Mohawk - CGT","SALT GILA PP",2017
"4483","               Gilbert/Welton-Mohawk - SMRP",NA,NA,"72","72","1337",NA,NA,"1337",NA,NA,NA,"0",NA,NA,NA,"0","1409","SMR","FEDERAL:","Off Reservation","Gilbert/Welton-Mohawk - SMRP","SALT GILA PP",2017
"4484","               Mesa/Welton-Mohawk",NA,NA,NA,"0",NA,"2622",NA,"2622",NA,NA,NA,"0",NA,NA,NA,"0","2622",NA,"FEDERAL:","Off Reservation","Mesa/Welton-Mohawk","SALT GILA PP",2017
"4485","               Tohono O'odham/NMIDD","374","1015","2166","3555","3571","1375","2000","6946","1602","3000","3867","8469","2663","1635","1732","6030","25000",NA,"FEDERAL:","Off Reservation","Tohono O'odham/NMIDD","SALT GILA PP",2017
"4486","                    TOTAL FEDERAL","5821","11281","28728","45830","38725","36973","33917","109615","26100","37472","29913","93485","20299","9984","14159","44442","293372",NA,"TOTAL FEDERAL",NA,NA,"SALT GILA PP",2017
"4487","               CAGRD (SMRP)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Direct","CAGRD (SMRP)","SALT GILA PP",2017
"4488","               NESalt River Valley Recharge (AWBA, Direct)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Direct AWBA","NESalt River Valley Recharge (AWBA, Direct)","SALT GILA PP",2017
"4489","               SMRP (AWBA, Direct)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Direct AWBA","SMRP (AWBA, Direct)","SALT GILA PP",2017
"4490","               Active Resource Mgmt/RWCD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","RWC","RECHARGE:","Indirect","Active Resource Mgmt/RWCD","SALT GILA PP",2017
"4491","               BOR/RWCD",NA,NA,NA,"0",NA,"1000",NA,"1000",NA,NA,NA,"0",NA,NA,NA,"0","1000","RWC","RECHARGE:","Indirect","BOR/RWCD","SALT GILA PP",2017
"4492","               CAGRD/QCID",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","QCR","RECHARGE:","Indirect","CAGRD/QCID","SALT GILA PP",2017
"4493","               CAGRD/NMIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Indirect","CAGRD/NMIDD","SALT GILA PP",2017
"4494","               Resolution Copper/NMIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Indirect","Resolution Copper/NMIDD","SALT GILA PP",2017
"4495","               Resolution Copper/RWCD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","RWC","RECHARGE:","Indirect","Resolution Copper/RWCD","SALT GILA PP",2017
"4496","               CAIDD (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"1120",NA,"1120","1120","SRO","RECHARGE:","Indirect AWBA","CAIDD (AWBA, Indirect)","SALT GILA PP",2017
"4497","               Interstate (CAIDD 22%) (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","SRO","RECHARGE:","Indirect AWBA","Interstate (CAIDD 22%) (AWBA, Indirect)","SALT GILA PP",2017
"4498","               NMIDD (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Indirect AWBA","NMIDD (AWBA, Indirect)","SALT GILA PP",2017
"4499","               Hohokam (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0","3800",NA,NA,"3800",NA,NA,NA,"0","3800",NA,"RECHARGE:","Indirect AWBA","Hohokam (AWBA, Indirect)","SALT GILA PP",2017
"4500","               Interstate (Hohokam) (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Indirect AWBA","Interstate (Hohokam) (AWBA, Indirect)","SALT GILA PP",2017
"4501","               MSIDD (AWBA, Indirect)","300","410","710","1420","610","740","410","1760","310","310",NA,"620",NA,NA,NA,"0","3800","SRO","RECHARGE:","Indirect AWBA","MSIDD (AWBA, Indirect)","SALT GILA PP",2017
"4502","               Interstate (MSIDD) (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"RECHARGE:","Indirect AWBA","Interstate (MSIDD) (AWBA, Indirect)","SALT GILA PP",2017
"4503","               QCID (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","715","1209","306","2230","2230","QCR","RECHARGE:","Indirect AWBA","QCID (AWBA, Indirect)","SALT GILA PP",2017
"4504","               TOTAL INDIRECT","300","410","710","1420","610","1740","410","2760","4110","310","0","4420","715","2329","306","3350","11950",NA,"TOTAL INDIRECT",NA,NA,"SALT GILA PP",2017
"4505","               TOTAL RECHARGE","300","410","710","1420","610","1740","410","2760","4110","310","0","4420","715","2329","306","3350","11950",NA,"TOTAL RECHARGE",NA,NA,"SALT GILA PP",2017
"4506","            TOTAL DELIVERIES","9936","19109","53594","82639","66440","68048","91000","225488","60086","64171","52304","176561","31350","20963","25582","77895","562583",NA,"TOTAL DELIVERIES",NA,NA,"SALT GILA PP",2017
"4507","Salt River Project XS ($XX/AF) w/CAIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"Salt River Project XS ($XX/AF) w/CAIDD",NA,NA,"SALT GILA PP",2017
"4508","Salt River Project XS ($XX/AF) w/MSIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"Salt River Project XS ($XX/AF) w/MSIDD",NA,NA,"SALT GILA PP",2017
"4509","Canal Losses","155","283","435","873","602","711","722","2035","686","519","531","1736","489","389","275","1153","5797",NA,"Canal Losses",NA,NA,"SALT GILA PP",2017
"4510","SEGMENT DEMAND","10091","19392","54029","83512","67042","68759","91722","227523","60772","64690","52835","178297","31839","21352","25857","79048","568380",NA,"SEGMENT DEMAND",NA,NA,"SALT GILA PP",2017
"4511","SEGMENT AVG FLOW (CFS)","164.15336814536462","349.25437648584392","878.90618645584232",NA,"1126.9457051605311","1118.5235794576481","1541.8053454362077",NA,"988.59661965415717","1052.3319180778553","888.13245923684656",NA,"517.93470304035918","358.91746512018824","420.62368844858719",NA,NA,NA,"SEGMENT AVG FLOW (CFS)",NA,NA,"SALT GILA PP",2017
"4512","VOLUME PASSING SGL","25358","32816","87447","145621","107093","103835","141266","352194","112905","111677","86648","311230","44582","25365","38540","108487","917532",NA,"VOLUME PASSING SGL",NA,NA,"SALT GILA PP",2017
"4513","FLOW PASSING SGL (CFS)","412.50630358043367","591.02370146243061","1422.5269630569519",NA,"1800.1849050260548","1689.1155466627624","2374.6175827870229",NA,"1836.6599970718851","1816.6837473362289","1456.5136997814759",NA,"725.22896230865581","426.3741805345436","626.94190945618402",NA,NA,NA,"FLOW PASSING SGL (CFS)",NA,NA,"SALT GILA PP",2017
"4514","POOL 30 FLOW (design=2400)","296.46306902907361","337.54854575580748","897.77522430394424",NA,"1045.5287621550858","907.5095299291288","1449.9166144551923",NA,"1094.7886951107878","1003.5013893756756","712.94353010691873",NA,"235.41416803336671","93.045941003580936","265.27879448429934",NA,NA,NA,"POOL 30 FLOW (design=2400)",NA,NA,"SALT GILA PP",2017
"4515","POOL 31 FLOW (design=2400)","296.46306902907361","337.54854575580748","897.77522430394424",NA,"1045.5287621550858","907.5095299291288","1449.9166144551923",NA,"1094.7886951107878","1003.5013893756756","712.94353010691873",NA,"235.41416803336671","93.045941003580936","265.27879448429934",NA,NA,NA,"POOL 31 FLOW (design=2400)",NA,NA,"SALT GILA PP",2017
"4516","POOL 32 FLOW (design=2400)","296.46306902907361","337.54854575580748","897.77522430394424",NA,"1045.5287621550858","907.5095299291288","1449.9166144551923",NA,"1094.7886951107878","1003.5013893756756","712.94353010691873",NA,"235.41416803336671","93.045941003580936","265.27879448429934",NA,NA,NA,"POOL 32 FLOW (design=2400)",NA,NA,"SALT GILA PP",2017
"4517","POOL BRD-A FLOW (design=2400)","296.36531731841865","337.3862080934698","897.33534160599697",NA,"1033.9799406062643","906.30392549771796","1448.8896784282563",NA,"1093.5505067758252","1002.5238722691262","712.10177926516792",NA,"234.35519116793822","92.237860195500133","264.83891178635213",NA,NA,NA,"POOL BRD-A FLOW (design=2400)",NA,NA,"SALT GILA PP",2017
"4518","POOL BRD-B FLOW (design=2250)","296.36531731841865","337.3862080934698","897.33534160599697",NA,"1033.9799406062643","906.30392549771796","1448.8896784282563",NA,"1093.5505067758252","1002.5238722691262","712.10177926516792",NA,"234.35519116793822","92.237860195500133","264.83891178635213",NA,NA,NA,"POOL BRD-B FLOW (design=2250)",NA,NA,"SALT GILA PP",2017
"4519","POOL BRD-C FLOW (design=1200)","248.35293543506904","241.76932497658669","543.62077660110936",NA,"673.23919986552357","570.59196720511443","832.81223735081528",NA,"848.06337741772813","764.35182925837353","568.38124054462924",NA,"207.29425926829663","67.456715414355358","206.31822100759683",NA,NA,NA,"POOL BRD-C FLOW (design=1200)",NA,NA,"SALT GILA PP",2017
"4520","               Eloy, City of Central Main",NA,NA,NA,"0","12","14","12","38","10","5","7","22",NA,"1","1","2","62","CMA","MUNICIPAL & INDUSTRIAL:","Subcontract","Eloy, City of Central Main","BRADY PP",2017
"4521","               Eloy, City of (Thru CAIDD) GSF",NA,NA,NA,"0",NA,NA,"1600","1600",NA,NA,NA,"0",NA,NA,NA,"0","1600","CMA","MUNICIPAL & INDUSTRIAL:","Subcontract","Eloy, City of (Thru CAIDD) GSF","BRADY PP",2017
"4522","               Arizona Water Co. (Casa Grande) w/ CAIDD",NA,NA,NA,"0",NA,"1000",NA,"1000",NA,NA,NA,"0",NA,NA,NA,"0","1000","CMA","MUNICIPAL & INDUSTRIAL:","Subcontract","Arizona Water Co. (Casa Grande) w/ CAIDD","BRADY PP",2017
"4523","               Florence, Town of (Thru CAIDD)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","CMA","MUNICIPAL & INDUSTRIAL:","Subcontract","Florence, Town of (Thru CAIDD)","BRADY PP",2017
"4524","               Picacho Peak Gas Storage/CAIDD",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Picacho Peak Gas Storage/CAIDD","BRADY PP",2017
"4525","               Picacho Elementary School",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0",NA,"MUNICIPAL & INDUSTRIAL:","Non-Subcontract","Picacho Elementary School","BRADY PP",2017
"4526","                    TOTAL M&I","0","0","0","0","12","1014","1612","2638","10","5","7","22","0","1","1","2","2662",NA,"TOTAL M&I",NA,NA,"BRADY PP",2017
"4527","               CAIDD (Central Main)",NA,"64","4247","4311","10259","269","14951","25479","15701","14370","6330","36401",NA,NA,"50","50","66241",NA,"AGRICULTURAL:","AG Pool","CAIDD (Central Main)","BRADY PP",2017
"4528","                    TOTAL AG","0","64","4247","4311","10259","269","14951","25479","15701","14370","6330","36401","0","0","50","50","66241",NA,"TOTAL AG",NA,NA,"BRADY PP",2017
"4529","               GRIC GSF w/CAIDD (50%)",NA,NA,"2000","2000",NA,"4000","2000","6000","4500",NA,NA,"4500","1233","431",NA,"1664","14164","CMA","FEDERAL:","Off Reservation","GRIC GSF w/CAIDD (50%)","BRADY PP",2017
"4530","                    TOTAL FEDERAL","0","0","2000","2000","0","4000","2000","6000","4500","0","0","4500","1233","431","0","1664","14164",NA,"TOTAL FEDERAL",NA,NA,"BRADY PP",2017
"4531","               CAIDD (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","614",NA,"1133","1747","1747","CMA","RECHARGE:","Indirect AWBA","CAIDD (AWBA, Indirect)","BRADY PP",2017
"4532","               Interstate (CAIDD 45%) (AWBA, Indirect)",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0","0","CMA","RECHARGE:","Indirect AWBA","Interstate (CAIDD 45%) (AWBA, Indirect)","BRADY PP",2017
"4533","               TOTAL INDIRECT","0","0","0","0","0","0","0","0","0","0","0","0","614","0","1133","1747","1747",NA,"TOTAL INDIRECT",NA,NA,"BRADY PP",2017
"4534","               TOTAL RECHARGE","0","0","0","0","0","0","0","0","0","0","0","0","614","0","1133","1747","1747",NA,"TOTAL RECHARGE",NA,NA,"BRADY PP",2017
"4535","            TOTAL DELIVERIES","0","64","6247","6311","10271","5283","18563","34117","20211","14375","6337","40923","1847","432","1184","3463","84814",NA,"TOTAL DELIVERIES",NA,NA,"BRADY PP",2017
"4536","Canal Losses","9","16","25","50","34","41","41","116","39","30","30","99","28","22","16","66","331",NA,"Canal Losses",NA,NA,"BRADY PP",2017
